label,timestamp,duration,pkg,dram,socket
measure_planner,1755790483.458941,368760.92786666664,5426261.733333333,0.0,0
measure_planner,1755790504.542761,366761.7375,5428538.333333333,0.0,0
measure_planner,1755790525.5685709,371701.85209999996,5534019.033333333,0.0,0
measure_planner,1755790546.7477636,377007.0455333333,5586370.766666667,0.0,0
measure_planner,1755790568.086286,398524.24586666666,5849346.166666667,0.0,0
measure_planner,1755790590.0626123,405553.8794333333,5962796.033333333,0.0,0
measure_planner,1755790612.2577808,415213.8812333334,6109817.133333334,0.0,0
measure_planner,1755790634.7330852,415329.21183333336,6247727.733333333,0.0,0
measure_planner,1755790657.212264,415230.59753333335,6319382.833333333,0.0,0
measure_planner,1755790679.6894603,417188.47853333334,6381260.1,0.0,0
