label,timestamp,duration,pkg,dram,socket
measure_planner,1755789953.7927783,366837.9823666667,5322237.766666667,0.0,0
measure_planner,1755789974.826584,365279.55686666665,5393172.633333334,0.0,0
measure_planner,1755789995.8134773,371938.38420000003,5509314.1,0.0,0
measure_planner,1755790016.9991217,373422.29093333334,5516583.366666666,0.0,0
measure_planner,1755790038.2226677,381802.8797666666,5641648.133333334,0.0,0
measure_planner,1755790059.7041712,396958.39829999994,5835649.933333334,0.0,0
measure_planner,1755790081.6330829,411895.63779999997,6033728.866666666,0.0,0
measure_planner,1755790104.0105371,412105.12806666666,6074195.066666666,0.0,0
measure_planner,1755790126.402028,415314.43226666667,6223136.733333333,0.0,0
measure_planner,1755790148.882437,415386.6215333333,6302008.2,0.0,0
