label,timestamp,duration,pkg,dram,socket
measure_planner,1755788954.7646337,366779.5919333333,5357341.0,0.0,0
measure_planner,1755788975.7965164,371787.41576666664,5520326.833333333,0.0,0
measure_planner,1755788996.9783616,406878.8699333333,5950320.466666667,0.0,0
measure_planner,1755789019.2052147,425362.62533333333,6599922.066666666,0.0,0
measure_planner,1755789041.9863749,503826.9665333333,7906321.3,0.0,0
measure_planner,1755789067.1206448,615925.1438333334,10003447.3,0.0,0
measure_planner,1755789095.61951,816239.9700666667,13092827.4,0.0,0
measure_planner,1755789130.1266313,1116959.9531333332,17541670.6,0.0,0
measure_planner,1755789173.6633441,1571186.6537000001,23718898.833333332,0.0,0
measure_planner,1755789230.8272202,2274166.7778666667,33186965.4,0.0,0
