label,timestamp,duration,pkg,dram,socket
measure_planner,1755802546.0952616,726044.9706666667,10009941.433333334,0.0,0
measure_planner,1755802577.8995695,764477.9361666667,10568682.266666668,0.0,0
measure_planner,1755802610.860519,776379.9046,11022363.533333333,0.0,0
measure_planner,1755802644.1718016,806555.5238333333,11431662.233333332,0.0,0
measure_planner,1755802678.3890033,819672.2218333334,11830458.833333334,0.0,0
measure_planner,1755802713.0080783,851343.6616,12289930.3,0.0,0
measure_planner,1755802748.5841863,868187.8044333333,12854603.733333332,0.0,0
measure_planner,1755802784.6659462,881693.9425666666,13563860.966666667,0.0,0
measure_planner,1755802821.137756,908033.6775666666,13465588.5,0.0,0
measure_planner,1755802858.4061363,926586.6317,14037162.966666667,0.0,0
