label,timestamp,duration,pkg,dram,socket
measure_planner,1755809207.765085,726096.8132666666,10042155.7,0.0,0
measure_planner,1755809239.5683126,766204.9065666667,10550414.466666667,0.0,0
measure_planner,1755809272.5815969,769624.9106666667,10936965.4,0.0,0
measure_planner,1755809305.6980524,807982.0815,11517455.033333333,0.0,0
measure_planner,1755809339.9572146,819823.2085333334,11909997.566666666,0.0,0
measure_planner,1755809374.5731993,846452.8882666666,12296992.033333333,0.0,0
measure_planner,1755809409.9947648,868238.7158666666,12868088.4,0.0,0
measure_planner,1755809446.069717,876405.1793666667,13034241.966666667,0.0,0
measure_planner,1755809482.3969991,908242.2692000001,13489300.6,0.0,0
measure_planner,1755809519.6722615,926814.3774333333,14027171.533333333,0.0,0
