label,timestamp,duration,pkg,dram,socket
measure_planner,1755956257.5462742,579130.2388,8748311.333333334,0.0,0
measure_planner,1755956284.9411087,804717.3664666667,12275511.766666668,0.0,0
measure_planner,1755956319.1040149,1303784.5385,19271913.133333333,0.0,0
measure_planner,1755956368.2450564,1618112.0157666665,23876946.933333334,0.0,0
measure_planner,1755956426.818102,2127513.3696,30599209.6,0.0,0
measure_planner,1755956500.6716304,3563765.0012666667,50026656.2,0.0,0
measure_planner,1755956617.6034741,2976162.2328333333,42550267.43333333,0.0,0
measure_planner,1755956716.931053,3086305.8784,43900762.46666667,0.0,0
measure_planner,1755956819.547743,4808676.725166666,66863724.5,0.0,0
measure_planner,1755956973.837867,10004036.494533334,135288494.4,0.0,0
