label,timestamp,duration,pkg,dram,socket
measure_planner,1756203520.911476,1230746.7889,18835451.866666667,0.0,0
measure_planner,1756203567.854886,1399669.9207333333,21090538.466666665,0.0,0
measure_planner,1756203619.8727837,3212641.732566667,44506717.93333333,0.0,0
measure_planner,1756203726.2885914,1586878.4585000002,24001236.566666666,0.0,0
measure_planner,1756203783.9240067,2030699.5161333333,29912403.066666666,0.0,0
measure_planner,1756203854.8725772,1803672.5303,27163183.233333334,0.0,0
measure_planner,1756203919.007964,1810333.7681999998,27241159.533333335,0.0,0
measure_planner,1756203983.3474274,2727042.442966667,39103964.86666667,0.0,0
measure_planner,1756204075.1948166,84430226.8778,1041722748.2333333,0.0,0
measure_planner,1756206618.1386805,2269696.068533333,33548367.9,0.0,0
