label,timestamp,duration,pkg,dram,socket
measure_planner,1755169249.0054436,1309156.6249,19682747.866666667,0.0,0
measure_planner,1755169298.3074467,1449406.6147,21702363.466666665,0.0,0
measure_planner,1755169351.8098404,1630141.3905000002,24441146.333333332,0.0,0
measure_planner,1755169410.7502546,1675341.6402666667,25119471.033333335,0.0,0
measure_planner,1755169471.0391335,16987654.256066665,227304007.93333334,0.0,0
measure_planner,1755169990.6979966,1778745.8348333335,26645095.766666666,0.0,0
measure_planner,1755170054.087711,1808579.9504333332,27094699.933333334,0.0,0
measure_planner,1755170118.383012,8152300.564233333,112380758.86666666,0.0,0
measure_planner,1755170522.924693,288359586.8782,4029228348.93333335,0.0,0
measure_planner,1755179345.0293458,12246848.0617,165876375.9,0.0,0
