label,timestamp,duration,pkg,dram,socket
measure_planner,1756343376.2065225,480642.5551666666,7340471.933333334,0.0,0
measure_planner,1756343400.6459217,546047.5604000001,8341429.666666667,0.0,0
measure_planner,1756343427.0551956,1597408.0463333332,23037046.333333332,0.0,0
measure_planner,1756343484.9976695,664965.8208000001,10134798.666666666,0.0,0
measure_planner,1756343514.968642,4824551.0482,65376212.03333333,0.0,0
measure_planner,1756343669.7319105,774568.2383999999,11759169.933333334,0.0,0
measure_planner,1756343702.9968643,888266.1049666667,13456158.6,0.0,0
measure_planner,1756343739.05833392,174305503.6666001,2313383654.3333333,0.0,0
measure_planner,1756348978.4552088,86923972.47763333,1131100790.9,0.0,0
measure_planner,1756351596.2034512,5086168.282033334,71893093.96666667,0.0,0
