label,timestamp,duration,pkg,dram,socket
measure_planner,1755415665.0650685,560630.7807,7715833.133333334,0.0,0
measure_planner,1755415691.911964,565617.3897666667,7860905.2,0.0,0
measure_planner,1755415718.9081514,567171.7030333333,8139672.333333333,0.0,0
measure_planner,1755415745.9436474,615952.5704999999,8775360.033333333,0.0,0
measure_planner,1755415774.4445274,667683.5157999999,9631579.366666667,0.0,0
measure_planner,1755415804.4954991,766136.186,10846208.4,0.0,0
measure_planner,1755415837.5152724,913129.7880666667,12700561.533333333,0.0,0
measure_planner,1755415874.9296494,1141803.9371333334,15703438.8,0.0,0
measure_planner,1755415919.211833,1516023.5693333333,20217788.833333332,0.0,0
measure_planner,1755415974.7218883,2069095.7643333334,26832080.566666666,0.0,0
