label,timestamp,duration,pkg,dram,socket
measure_planner,1754730451.3428411,2946743.5235666665,44476328.63333333,0.0,0
measure_planner,1754730549.7664485,2204933.5039999997,33059086.9,0.0,0
measure_planner,1754730625.9359155,2662599.893466667,39914192.266666666,0.0,0
measure_planner,1754730715.8502073,3039704.5546333333,45615225.43333333,0.0,0
measure_planner,1754730817.0698683,2924762.4949333337,43938378.333333336,0.0,0
measure_planner,1754730914.8417974,2689383.2278,40317747.53333333,0.0,0
measure_planner,1754731005.5795233,4631191.949466666,68353004.93333334,0.0,0
measure_planner,1754731154.536424,5665914.440633333,81518740.7,0.0,0
measure_planner,1754731334.5503452,2421982.346866667,36329014.63333333,0.0,0
measure_planner,1754731417.2294686,3575860.412566667,53250431.3,0.0,0
