label,timestamp,duration,pkg,dram,socket
measure_planner,1755076801.8143413,756160.2581666667,10538089.5,0.0,0
measure_planner,1755076834.5265582,774565.2412333334,10979449.833333334,0.0,0
measure_planner,1755076867.7914124,814662.9064333333,11666657.133333333,0.0,0
measure_planner,1755076902.2515671,819985.2709666666,12032313.766666668,0.0,0
measure_planner,1755076936.8716369,859927.6198333333,12599078.666666666,0.0,0
measure_planner,1755076972.706367,871392.7396000001,12981926.8,0.0,0
measure_planner,1755077008.8844273,916813.6377000001,13829525.966666667,0.0,0
measure_planner,1755077046.4243643,925004.1388000001,13915843.7,0.0,0
measure_planner,1755077084.2102497,958420.7346666666,14408137.766666668,0.0,0
measure_planner,1755077122.9900753,975069.1585,14653923.666666666,0.0,0
