label,timestamp,duration,pkg,dram,socket
measure_planner,1756600164.816624,522273.04373333335,7934678.166666667,0.0,0
measure_planner,1756600190.5137043,610756.1327333334,9208812.266666668,0.0,0
measure_planner,1756600218.8569849,2405609.1210333332,33604833.4,0.0,0
measure_planner,1756600301.0467446,818088.8087666667,12343486.466666667,0.0,0
measure_planner,1756600335.6112292,7270656.122099999,97845668.3,0.0,0
measure_planner,1756600563.758985,1038410.2092,15603819.533333333,0.0,0
measure_planner,1756600614.934821,1108862.8072666666,17020763.3,0.0,0
measure_planner,1756600651.004518,149335476.6633333,2098987278.6666667,0.0,0
measure_planner,1756605091.300518,178695136.95956665,2368667178.366667,0.0,0
measure_planner,1756610462.1876595,7462107.393266667,104777323.7,0.0,0
