label,timestamp,duration,pkg,dram,socket
measure_planner,1756385325.1352172,478982.9408,7323951.8,0.0,0
measure_planner,1756385349.5257766,530593.4789999999,8094406.766666667,0.0,0
measure_planner,1756385375.464635,1602756.1789666668,22980462.833333332,0.0,0
measure_planner,1756385433.574602,639179.6806666667,10568407.6,0.0,0
measure_planner,1756385462.7795773,4827841.2745,65252770.8,0.0,0
measure_planner,1756385617.6355753,773034.1013,11713782.266666668,0.0,0
measure_planner,1756385650.8545363,869769.7189333333,14071322.2,0.0,0
measure_planner,1756385701.5466345,174353212.733333,2329643933.5,0.0,0
measure_planner,1756390918.378489,86868667.60433334,1127077270.1333334,0.0,0
measure_planner,1756393534.4671013,5097542.489966666,71635375.7,0.0,0
