label,timestamp,duration,pkg,dram,socket
measure_planner,1755232036.5524673,1267625.3456333333,19021340.066666666,0.0,0
measure_planner,1755232084.601317,1412828.1153333334,21175120.766666666,0.0,0
measure_planner,1755232137.0072334,1581819.5869,23722882.366666667,0.0,0
measure_planner,1755232194.4899316,1615234.0717666666,24224055.0,0.0,0
measure_planner,1755232252.9742353,16998131.289366666,227574962.66666666,0.0,0
measure_planner,1755232772.956994,1740217.2494,26065129.0,0.0,0
measure_planner,1755232835.2006075,1741876.9424333335,26061886.0,0.0,0
measure_planner,1755232897.4843209,8033659.6793,110287687.63333334,0.0,0
measure_planner,1755233154.4648361,298834885.024,4061329133.3333335,0.0,0
measure_planner,1755242119.764627,12173231.8749,164491064.5,0.0,0
