label,timestamp,duration,pkg,dram,socket
measure_planner,1754736725.7580826,5568931.815599999,81381493.33333333,0.0,0
measure_planner,1754736902.8617492,5297035.434833333,78661610.96666667,0.0,0
measure_planner,1754737071.7918916,5206511.157833334,76724541.13333334,0.0,0
measure_planner,1754737238.014222,6469152.928066667,93235088.46666667,0.0,0
measure_planner,1754737442.1241848,4229528.039933333,63044593.666666664,0.0,0
measure_planner,1754737579.028925,5639387.718566667,83864246.56666666,0.0,0
measure_planner,1754737758.2408757,9478085.8561,131872353.23333333,0.0,0
measure_planner,1754738052.61983,8279873.647466666,115166292.5,0.0,0
measure_planner,1754738311.0440843,4354586.447699999,64725688.8,0.0,0
measure_planner,1754738451.7169461,9363993.7091,128523521.5,0.0,0
