label,timestamp,duration,pkg,dram,socket
measure_planner,1754717105.3137436,8630593.132199999,127576339.66666667,0.0,0
measure_planner,1754717374.2675815,836706.9324666667,12204613.533333333,0.0,0
measure_planner,1754717409.389235,940020.3043333333,14076974.066666666,0.0,0
measure_planner,1754717447.6197958,1183990.4259666665,17775640.133333333,0.0,0
measure_planner,1754717493.1688492,1469577.7593666667,22084194.333333332,0.0,0
measure_planner,1754399648.5986073,3043696.623233333,46691922.06666667,0.0,0
measure_planner,1754717647.7358024,1967454.3324000002,29534405.2,0.0,0
measure_planner,1754717716.7945724,3917866.6272,58365483.733333334,0.0,0
measure_planner,1754717844.3592618,2839515.666466667,42575322.333333336,0.0,0
measure_planner,1754717939.5738018,4274684.315333333,64392984.96666667,0.0,0
