label,timestamp,duration,pkg,dram,socket
measure_planner,1754676121.8597143,9163348.529433334,135336018.3,0.0,0
measure_planner,1754676406.796563,866465.2608,12868167.733333332,0.0,0
measure_planner,1754676442.8190703,1051933.2709333333,15806063.033333333,0.0,0
measure_planner,1754676484.397177,1312819.6035666666,19708541.266666666,0.0,0
measure_planner,1754676533.8106394,1583168.7148333334,23725726.633333333,0.0,0
measure_planner,1754676591.334059,2763941.134666667,40716295.93333333,0.0,0
measure_planner,1754676684.2795696,2052716.0077333334,30805623.866666667,0.0,0
measure_planner,1754676755.8888073,3639413.8991,54483315.9,0.0,0
measure_planner,1754676853.6168914,78106310.29913333,1067348083.4,0.0,0
measure_planner,1754679219.0227737,73244277.09186667,979414747.3333334,0.0,0
