label,timestamp,duration,pkg,dram,socket
measure_planner,1755798809.0680578,734537.8421666666,10164421.0,0.0,0
measure_planner,1755798841.1256754,768291.9451666666,10890920.6,0.0,0
measure_planner,1755798874.1954923,806407.784,11469733.8,0.0,0
measure_planner,1755798908.4079416,823164.7792666666,11924855.533333333,0.0,0
measure_planner,1755798943.12223,854859.2798,12487634.866666667,0.0,0
measure_planner,1755798978.8027978,874918.784,12907604.466666667,0.0,0
measure_planner,1755799015.0859158,916602.6367333333,13651295.6,0.0,0
measure_planner,1755799052.611516,924994.3462666667,13865141.933333334,0.0,0
measure_planner,1755799090.3885412,964989.7903333333,14375520.666666666,0.0,0
measure_planner,1755799129.365759,981925.8873666667,14877612.9,0.0,0
