label,timestamp,duration,pkg,dram,socket
measure_planner,1755524659.968435,537170.4563,7267195.333333333,0.0,0
measure_planner,1755524686.1188748,540573.4622333334,7237573.0,0.0,0
measure_planner,1755524712.3635423,533751.6130666666,7242736.566666666,0.0,0
measure_planner,1755524738.412079,528697.2191999999,7189060.366666666,0.0,0
measure_planner,1755524764.3090343,532200.1193666667,7220631.733333333,0.0,0
measure_planner,1755524790.316185,525328.4770666667,7224316.2,0.0,0
measure_planner,1755524816.1040688,533841.0916666667,7215991.033333333,0.0,0
measure_planner,1755524842.1549141,530412.1676,7215234.2,0.0,0
measure_planner,1755524868.1035995,533791.1555333333,7256587.466666667,0.0,0
measure_planner,1755524894.1457765,528737.5306666667,7231430.866666666,0.0,0
